PhraseNo,Phrase,IsHateSpeech
207,Comments බලන්න ආපු අය මෙතනින් පොඩි Like එකක් ඕනේ Bro..,NO
208,විඩීයෝ එක අප්සට් පේන්නේ නෑ හරියට....,NO
209,"paadam karanawa kese wethath, putuwak nan aniwa allagannawa mama, puluwannan putu tikak allala business line ekakuth gahagannawa shape eke",NO
210,යක්කුන්ට ලජ්ජා කරන්න එපා මුන්ට සමානකරලා,YES
211,ඒකෙන් මේකෙන් උනේ ගීතට නමටහරි හිටිය මිනිහ නැතිවුන එක විතරයි,NO
212,මුන් ගෙන් ඇති වැඩක් නැ තමයි. ඒ උනාට ඉඩල හිටලා වැදගත් දෙවලුත් නොකියන වම නෙවෙයි ..,YES
213,E karpu kathwa nm wedagth...m kiuwath oyala..,NO
214,Oshadhi adui. Hama gahapu issek wage,YES
215,බයිසන්ලට ඉතින් සුරංගනාවියන් තමයි,YES
216,මීට කලින් දැකලැ නැ,NO
217,මටනම් හිතෙන්නේ මේ මිනිහා තමයි ඇත්ත ඩයල් එක කියලා,NO
218,දුප්පත් මිනිසුන් සියගනනකට පැල්පතක් තනාදෙන්න තීබු අපුරුව නේද,NO
219,Oka light bala bala cheeneta naya gewamu.,YES
220,"පිහි ඇනුම්, ගුටි කෙලි ඇතුලු විනෝද ක්‍රීඩා රැසකුත් ඇති නෙහ්...??",YES
221,"කෑමකඩත් තියෙනවද tomorrowland වගේද festival එක , තව hardwell , mashmellow එනවද edm කරන්න",NO
222,මෙක ගෑන දන්න එකෙක් කියපන් හරියටම දන්න එකෙක් කන්ටැක් කර ගන්න ඔනී,NO
223,ඊළඟට මේවල සාමාන්‍ය මිනිස්සුන්ට යන්න බැරි වෙන විදිහට ගණන් වැඩි විශේෂ ටිකට් එකක් නිකුත් කරන්න ඕනේ.,NO
224,දවස අන්තිමේ යාඩ් එකට ගෙනල්ලා නැවැත්තුවාම එතන ආරක්ෂාවත් වැඩි කරන්න වෙනවා. රෑට ෆෑන් පන්නන අයත් ඉන්න පුළුවන් නේ.,NO
225,තව මේවා ඇතුල සතියකට දෙසැරයක් වත් පිරිසිදු කරන්න ඕනේ. විශේෂයෙන්ම ටොයිලට්. තව පිටත මසෙට දෙසැරයක් වත් ක්ලීන් කරන්න ඕනේ. එහෙම කලොත් ඔන්න අවුරුදු 5ක් වත් ලස්සනට තියාගතහැකි.,NO
226,"ලංකාවට ඕව හරියන්නෙ නෑ බන්....අපි සුපෝකබෝගී දේවල් විදින්න කලින් අපේ මනස හුරුකරගන්න ඕන අනිත් උන්ටත් ඒක විදින්න ඉතුරුකරල යන්න..අපි සිංහලනෙ...සිංහයන්ගෙන්ලුනෙ පැවතගෙන එන්නෙ...අපිට බෑ ප්‍රෙන්...අපිට වනන්තර වගේ ඒව ගෙනත් දෙන්න..ඒවනම් හරි යනව...මම දැකල තියනවනෙ අලුතින්ම ගෙනාපු කෝච්චි වලට අපේ ඔපිස් යන සෙට්,ට්‍රිප් යන සෙට්,සිගිති පාතාල කාරයො කරන වැඩ..බොකක් ලෝඩ්වෙලා කෝච්චියෙ ටොයිලට් එකට ගියොත් පුදුම හාස්කමක් වෙන්නෙ...බොක නැතිවෙනව..එක්කෝ බොක කටින් යන්න එනව..",YES
227,ඒකටනම් දුම්‍රිය දෙපාර්තුමේන්තුවත් වගකියන්න ඕන..කෝච්චිය රෑ අවසාන ට්‍රිප් එක ගිහින් ආවහම කිසිම නඩත්තුවක් නැතුව ආපහු පහුවදා උදේට එන්ජිම අනිත් පැත්තට අමුනල ඇදගෙන එනව වගේ මටනම් පේන්නෙ...ඒකට වරදක් කියන්නත් බෑ බං..හරියට maintenance කරන්න හරියට සේවකයො ගන්න ඕන..උන්ට පඩියක් ගෙවන්න ඕන..ඒව කොරන්න කොහෙඩ රටට සල්ලි...රටින් ගන්න ණය අදාර ඔක්කොම ගිහිනුත් මදි පාර්ලිමේන්තුව නඩත්තු කරන්න...මට තේරෙන්නෙ නෑ..කතා කරල වැඩක් නෑ..මේ කෝච්චියෙ යන්න ටයි කරන්න එපා ප්‍රෙන් තෙප්පමක් හදාගෙන හරි කමක් නෑ ජීවත් වෙන්න පුලුවන් රටකට පලයල්ල...,NO
228,මේ comment වල තියෙන අදහස් Facebook එක ඇතුලේම පල් නොකර ස්ටේෂන් වලයි දුම්රිය මැදිරි ඇතුලෙයි මිනිස්සුන්ට දැනෙන විදිහට Display කළා නම් භාෂා 3න්ම පින්තූරත් එක්ක පොඩි වෙනසක් හරි දකින්න පුළුවන්.,NO
229,ඔය පොටෝ ටිකම තව මාසයකින් අරන් බලන්න සීට් ටිකයි එන්ජිමයි විතරයි ඉතුරු අනිත් ඔක්කොම ගලවනවා සත්තයි අපේ එඋන්,NO
230,සාමාන්‍ය මිනිස්සුන්ගෙන් පරිස්සම් කරගන්න පුලුවන්. ඒත් කෝච්චි වල යන ඔෆිස් සෙට් එක කියලා අමුතුම සත්තු ජාතියක්. උන් කන දේ එකෙම දානවා හොර ගෑනු එක්ක එකතු වෙලා සීට් හුරනවා. ගොඩක්ම කෝච්චි විනස කරන්නේ ඒ අහිගුන්ටකයෝ.,YES
231,විනයක් නැති පිරහෙමින් තිබෙන ජාතිය බදු මුදල් වලින් ගන්නා මේවා කොපමන කල් රැකගනීවිද මන්දා? මිනිසුනේ පොදු දේපල රැකගනිව්. බලි කුරුටු ගා අපවිත්‍ර නොකරව්....,YES
232,ෂීට් කඩලා ජරා කරන එකෙක් දැක්කොත් පොන්නයෝ වගේ බලන් ඉන්නැතුව අත පුරෝල කන පැලෙන්න ගහපන් අනිත් උන්ටත් පෙන්න,YES
233,මගිජනතාව වගේම දුමිරිය දෙපාර්තමේන්තු සේවකයන් තුත් මෙය රැකගන්න කටයුතු කලයුතුයි .මොකද ගමන් වාරයක් අවසන මෙම දුමිරිය මැදිරි ඉතා හොදින් පිරිසිදු කර අඩුපාඩු සැකසිය යුතුයිි .දැන් බලන්න රැහුනු කුමාරි ගාලුකුමාරි ෆැන් වැඩ නැ මකුනුදැල් බැදිල හුඩි එක දුවිලිවලින් පිරිල.මෙව රැකගන්න දෙගොල්ල ම දායක වියයුතුමයි,NO
234,Dubai wala thiyana awaga kama kana ak thahanam.aduma tharama chuingam wath kanda ba.aka hama thama camara thiyanawa.lagatama avith dada gahanakn danna.na.apa minissu wanas karanda.amarui.akata hodama da hariyata nithi hadanda ona.owata athokota nikamma purudu wanawa.,NO
235,අපේ එවුන්ට ලියන්න සිට් ඉරන්න .කඩල කන්න .බඩ ඉරුගු කන්න එ කාපු එවා එතන ම දලා යන්න.ට්‍ර්ප් ගිහිල්ලා බොක කරලා එන්න ආපු අලුත් භාන්ඩේ ...දැන් කියන්න එපා අපො ඉංදියන් ජාරාව කියලා ඉස්සල්ලා පුරුදු වේයල්ලා .කඩල ගොටු .කුනු මල ජාරාව .මානසික ලෙඩ්ඩු වගේ ලියන එවා .නවත්තන්න ..පස්සේ හොයපල්ලා ඇද කුද,YES
236,ඔය කොච්චිය අගුලාන කොරලවෙල්ල මොරටුව එ දුම්රිය ස්තාන වල නවත්තන්න එපා ඔය කොච්චියේ තියන සෙප පහසුකම් ටික මාසයක් යනකොට එ පෙත්තේ ගෙවල් වල තියෙයි,NO
237,යන එවුන්ටයි මේ කියන්නේ. මොන තරම් options අවත් කමක් නෑ .. එවගේ ඒ විදිහිට ගිහින් එක පරිස්සමෙන් පාවිච්චි කරන්න.. අපේ දෙවල් රැක ගන්න.,NO
238,"යකෝ හැම එකාම කියන්නෙ සතියෙන් කයි කියලා, බලන් යද්දි මෙව්වා කන්ඩ එකෙක් නෑනෙ",YES
239,Usb port එකෙ චුයින්ගම් අලවාවි..වඩේ කාල කර්ටන් එකේ අත පිහිදලා.කම්මැලිකමට sheet එක කුශන් කෑලි කඩලා.tv එක කැඩුන කියල පොඩි අව්ලක් හදල රෙපයාර් කරන එඋන් ගෙදර ගෙනියලා.fan ගලවල ටිකට් කවුන්ටරෙට සෙට් කරලා.ටොයිලට් ටික වටේට ජරා කරලා... අර ස්ටෙසමේ නවත්තනකොටම සුද්ද කරන්න නගින සෙට් එකක් ඉන්නොනෙ බූමිතෙල් වැදිච්ච ගැරඩි වගේ cleaners ලා..උන් තමයි ඕකෙ තීන කුනු පේන ටික අතුගාල අනිත්ව ශීටඅස්සට තල්ලු කරල ලොකුම සේවය කරන්නෙ,YES
